Date,Open,High,Low,Close,Adj Close,Volume
2015-01-02,206.3800048828125,206.8800048828125,204.17999267578125,205.42999267578125,174.80677795410156,121465900
2015-01-05,204.1699981689453,204.3699951171875,201.35000610351562,201.72000122070312,171.64981079101562,169632600
2015-01-06,202.08999633789062,202.72000122070312,198.86000061035156,199.82000732421875,170.03311157226562,209151400
2015-01-07,201.4199981689453,202.72000122070312,200.8800048828125,202.30999755859375,172.15185546875,125346700
2015-01-08,204.00999450683594,206.16000366210938,203.99000549316406,205.89999389648438,175.2067108154297,147217800
2015-01-09,206.39999389648438,206.4199981689453,203.50999450683594,204.25,173.80264282226562,158567300
2015-01-12,204.41000366210938,204.60000610351562,201.9199981689453,202.64999389648438,172.44122314453125,144396100
2015-01-13,204.1199951171875,205.47999572753906,200.50999450683594,202.0800018310547,171.95616149902344,214553300
2015-01-14,199.64999389648438,201.10000610351562,198.57000732421875,200.86000061035156,170.91799926757812,192991100
2015-01-15,201.6300048828125,202.00999450683594,198.8800048828125,199.02000427246094,169.35231018066406,176613900
2015-01-16,198.77000427246094,201.82000732421875,198.5500030517578,201.6300048828125,171.57322692871094,211879600
2015-01-20,202.39999389648438,202.72000122070312,200.1699981689453,202.05999755859375,171.9390869140625,130991100
2015-01-21,201.5,203.66000366210938,200.94000244140625,203.0800018310547,172.80709838867188,122942700
2015-01-22,203.99000549316406,206.25999450683594,202.3300018310547,206.10000610351562,175.37693786621094,174356000
2015-01-23,205.7899932861328,206.10000610351562,204.80999755859375,204.97000122070312,174.41537475585938,117516800
2015-01-26,204.7100067138672,205.55999755859375,203.85000610351562,205.4499969482422,174.8238067626953,92009700
2015-01-27,202.97000122070312,204.1199951171875,201.74000549316406,202.74000549316406,172.51779174804688,134044600
2015-01-28,204.1699981689453,204.2899932861328,199.91000366210938,200.13999938964844,170.30532836914062,168514300
2015-01-29,200.3800048828125,202.3000030517578,198.67999267578125,201.99000549316406,171.87960815429688,173585400
2015-01-30,200.57000732421875,202.1699981689453,199.1300048828125,199.4499969482422,169.71817016601562,197729700
2015-02-02,200.0500030517578,202.02999877929688,197.86000061035156,201.9199981689453,171.82003784179688,163107000
2015-02-03,203.0,204.85000610351562,202.5500030517578,204.83999633789062,174.30471801757812,124212900
